clnt_NBR	merch_subctg	count(*) /review
100000052	五星级酒店	3
100000052	停车场	1
100000052	公寓式酒店	2
100000052	台湾菜	1
100000052	四星级酒店	4
100000052	婚戒首饰	2
100000052	婚车租赁	1
100000052	孕产护理	1
100000052	家政	2
100000052	家用电器	2
100000052	小吃快餐	4
100000052	数码产品	6
100000052	新疆菜	1
100000052	旅行社	3
100000052	景点	3
100000052	桌球馆	1
100000052	江西菜	4
100000052	汽车租赁	1
100000052	汽车美容	2
100000052	洗车	1
100000052	温泉	1
100000052	游泳馆	5
100000052	湘菜	1
100000052	火锅	3
100000052	珠宝饰品	4
100000052	瑜伽	1
100000052	粤菜	1
100000052	网吧网咖	6
100000052	美甲美睫	1
100000052	羽毛球馆	2
100000052	舞蹈	1
100000052	茶馆	1
100000052	蟹宴	3
100000052	衣物/皮具洗护	2
100000052	西北菜	1
100000052	西餐	2
100000052	豪华型	1
100000052	足疗按摩	2
100000052	青年旅舍	3
100000052	面包甜点	2
100000052	食品茶酒	1
100000052	高档型	5
100000053	4S店/汽车销售	3
100000053	KTV	1
100000053	三星级酒店	1
100000053	中医养生	1
100000053	五星级酒店	2
100000053	停车场	3
100000053	台湾菜	1
100000053	四星级酒店	6
100000053	婚戒首饰	4
100000053	婚纱礼服	2
100000053	家政	2
100000053	家用电器	2
100000053	小吃快餐	6
100000053	数码产品	4
100000053	景点	2
100000053	桌球馆	3
100000053	水果生鲜	1
100000053	汽车美容	3
100000053	洗浴	1
100000053	洗车	1
100000053	温泉	2
100000053	游泳馆	8
100000053	火锅	4
100000053	烧烤	3
100000053	珠宝饰品	4
100000053	瑜伽	1
100000053	维修保养	1
100000053	综合商场	1
100000053	网吧网咖	1
100000053	美发	1
100000053	舒适型	1
100000053	蟹宴	2
100000053	衣物/皮具洗护	2
100000053	西餐	3
100000053	豪华型	3
100000053	足疗按摩	3
100000053	酒吧	2
100000053	青年旅舍	3
100000053	面包甜点	1
100000053	食品茶酒	1
100000053	高档型	4
100000054	4S店/汽车销售	3
100000054	KTV	2
100000054	三星级酒店	1
100000054	东北菜	1
100000054	中医养生	1
100000054	五星级酒店	3
100000054	亲子购物	1
100000054	停车场	1
100000054	台湾菜	1
100000054	咖啡厅	1
100000054	四星级酒店	4
100000054	婚戒首饰	3
100000054	婚车租赁	1
100000054	家政	2
100000054	家用电器	1
100000054	小吃快餐	4
100000054	展馆展览	1
100000054	数码产品	2
100000054	文化艺术	2
100000054	新疆菜	2
100000054	旅行社	3
100000054	日本菜	1
100000054	服饰鞋包	1
100000054	桌球馆	4
100000054	江西菜	1
100000054	汽车美容	3
100000054	洗车	3
100000054	温泉	2
100000054	游乐游艺	2
100000054	游泳馆	3
100000054	湘菜	1
100000054	火锅	3
100000054	烧烤	1
100000054	珠宝饰品	4
100000054	网吧网咖	1
100000054	羽毛球馆	1
100000054	自助餐	1
100000054	蟹宴	3
100000054	西北菜	1
100000054	西餐	2
100000054	豪华型	3
100000054	超市/便利店	1
100000054	足疗按摩	2
100000054	轰趴馆	2
100000054	青年旅舍	2
100000054	面包甜点	6
100000054	食品茶酒	1
100000054	高档型	5
100000055	4S店/汽车销售	3
100000055	DIY手工坊	2
100000055	KTV	5
100000055	东北菜	2
100000055	个性写真	1
100000055	中医养生	1
100000055	五星级酒店	1
100000055	产后塑形	1
100000055	体检中心	3
100000055	停车场	1
100000055	咖啡厅	2
100000055	四星级酒店	5
100000055	婚戒首饰	3
100000055	家政	6
100000055	家用电器	2
100000055	小吃快餐	1
100000055	快照/冲印	2
100000055	数码产品	2
100000055	日本菜	1
100000055	服饰鞋包	2
100000055	水果生鲜	1
100000055	汽车租赁	1
100000055	汽车美容	2
100000055	洗车	2
100000055	游乐游艺	2
100000055	游泳馆	5
100000055	火锅	2
100000055	珠宝饰品	1
100000055	粤菜	2
100000055	网吧网咖	3
100000055	美发	1
100000055	羽毛球馆	2
100000055	自助餐	1
100000055	舒适型	1
100000055	舞蹈	1
100000055	茶馆	1
100000055	蟹宴	2
100000055	豪华型	4
100000055	超市/便利店	1
100000055	足疗按摩	2
100000055	轰趴馆	3
100000055	青年旅舍	3
100000055	面包甜点	6
100000055	食品茶酒	1
100000055	高档型	4
100000056	DIY手工坊	2
100000056	KTV	4
100000056	三星级酒店	1
100000056	东北菜	1
100000056	中医养生	3
100000056	五星级酒店	2
100000056	产后塑形	1
100000056	停车场	2
100000056	健身中心	1
100000056	公寓式酒店	1
100000056	四星级酒店	2
100000056	婚戒首饰	3
100000056	婚纱礼服	1
100000056	婚车租赁	1
100000056	家政	4
100000056	家用电器	1
100000056	小吃快餐	1
100000056	展馆展览	2
100000056	录音棚	1
100000056	数码产品	2
100000056	文化艺术	1
100000056	新疆菜	1
100000056	旅行社	3
100000056	日本菜	3
100000056	服饰鞋包	1
100000056	本帮江浙菜	1
100000056	水果生鲜	2
100000056	汽车美容	4
100000056	洗浴	2
100000056	洗车	4
100000056	游泳馆	6
100000056	火锅	1
100000056	珠宝饰品	1
100000056	瑜伽	1
100000056	粤菜	2
100000056	精品酒店	3
100000056	维修保养	2
100000056	综合商场	1
100000056	网吧网咖	4
100000056	美发	1
100000056	羽毛球馆	2
100000056	蟹宴	5
100000056	衣物/皮具洗护	2
100000056	西餐	1
100000056	豪华型	1
100000056	超市/便利店	1
100000056	轰趴馆	3
100000056	食品茶酒	1
100000056	高档型	4
100000057	4S店/汽车销售	4
100000057	东北菜	1
100000057	个性写真	1
100000057	中医养生	1
100000057	五星级酒店	2
100000057	产后塑形	2
100000057	亲子购物	3
100000057	体检中心	2
100000057	停车场	3
100000057	健身中心	1
100000057	化妆品	1
100000057	升学辅导	2
100000057	四星级酒店	4
100000057	婚戒首饰	1
100000057	家政	2
100000057	家用电器	3
100000057	小吃快餐	2
100000057	展馆展览	1
100000057	录音棚	1
100000057	快照/冲印	4
100000057	数码产品	4
100000057	文化艺术	1
100000057	旅行社	3
100000057	景点	1
100000057	更多购物场所	1
100000057	本帮江浙菜	2
100000057	武术场馆	3
100000057	水果生鲜	2
100000057	汽车美容	5
100000057	洗车	1
100000057	游泳馆	9
100000057	珠宝饰品	2
100000057	经济型	1
100000057	羽毛球馆	1
100000057	舞蹈	2
100000057	茶馆	1
100000057	蟹宴	1
100000057	衣物/皮具洗护	1
100000057	裁缝改衣	1
100000057	西餐	2
100000057	豪华型	1
100000057	足疗按摩	3
100000057	轰趴馆	2
100000057	酒吧	1
100000057	青年旅舍	2
100000057	面包甜点	4
100000057	高档型	2
100000058	4S店/汽车销售	3
100000058	三星级酒店	3
100000058	东北菜	1
100000058	五星级酒店	2
100000058	亲子购物	1
100000058	停车场	3
100000058	公寓式酒店	2
100000058	医院	1
100000058	四星级酒店	7
100000058	婚戒首饰	2
100000058	婚纱礼服	2
100000058	婚车租赁	1
100000058	家政	3
100000058	录音棚	1
100000058	快照/冲印	1
100000058	数码产品	3
100000058	新疆菜	1
100000058	旅行社	3
100000058	日本菜	3
100000058	服饰鞋包	2
100000058	本帮江浙菜	2
100000058	武术场馆	1
100000058	汽车美容	2
100000058	洗车	2
100000058	海鲜	1
100000058	游泳馆	3
100000058	珠宝饰品	3
100000058	粤菜	4
100000058	精品酒店	1
100000058	网吧网咖	2
100000058	羽毛球馆	3
100000058	自助餐	2
100000058	舒适型	1
100000058	舞蹈	1
100000058	蟹宴	5
100000058	衣物/皮具洗护	1
100000058	西餐	1
100000058	豪华型	5
100000058	足疗按摩	2
100000058	轰趴馆	1
100000058	青年旅舍	4
100000058	面包甜点	7
100000058	韩国料理	1
100000059	4S店/汽车销售	2
100000059	KTV	1
100000059	三星级酒店	1
100000059	东北菜	2
100000059	个性写真	3
100000059	中医养生	1
100000059	五星级酒店	2
100000059	产后塑形	1
100000059	停车场	1
100000059	化妆品	1
100000059	四星级酒店	2
100000059	婚戒首饰	3
100000059	家政	4
100000059	家用电器	3
100000059	小吃快餐	2
100000059	录音棚	1
100000059	快照/冲印	1
100000059	数码产品	2
100000059	新疆菜	1
100000059	旅行社	3
100000059	本帮江浙菜	1
100000059	桌球馆	1
100000059	武术场馆	1
100000059	汽车美容	4
100000059	洗车	3
100000059	游乐游艺	1
100000059	游泳馆	5
100000059	瑜伽	1
100000059	粤菜	1
100000059	美容/SPA	1
100000059	羽毛球馆	2
100000059	自助餐	1
100000059	舒适型	1
100000059	舞蹈	1
100000059	茶馆	2
100000059	蟹宴	5
100000059	衣物/皮具洗护	1
100000059	裁缝改衣	2
100000059	西餐	2
100000059	豪华型	3
100000059	足疗按摩	1
100000059	轰趴馆	2
100000059	酒吧	3
100000059	青年旅舍	1
100000059	面包甜点	11
100000059	面馆	2
100000059	韩国料理	1
100000059	高档型	3
100000060	4S店/汽车销售	6
100000060	DIY手工坊	1
100000060	三星级酒店	2
100000060	五星级酒店	2
100000060	停车场	1
100000060	公寓式酒店	1
100000060	其他	1
100000060	四星级酒店	2
100000060	婚戒首饰	3
100000060	家常菜	4
100000060	家政	4
100000060	家用电器	1
100000060	小吃快餐	1
100000060	川菜	1
100000060	录音棚	1
100000060	快照/冲印	5
100000060	数码产品	2
100000060	旅行社	1
100000060	景点	1
100000060	更多休闲娱乐	1
100000060	服饰鞋包	3
100000060	本帮江浙菜	1
100000060	桌球馆	3
100000060	水果生鲜	2
100000060	江西菜	1
100000060	汽车美容	1
100000060	洗车	3
100000060	海鲜	1
100000060	游乐游艺	1
100000060	游泳馆	4
100000060	烧烤	2
100000060	珠宝饰品	4
100000060	精品酒店	1
100000060	网吧网咖	3
100000060	羽毛球馆	2
100000060	舒适型	1
100000060	舞蹈	2
100000060	茶馆	1
100000060	蟹宴	3
100000060	衣物/皮具洗护	1
100000060	裁缝改衣	2
100000060	豪华型	4
100000060	超市/便利店	1
100000060	足疗按摩	2
100000060	青年旅舍	1
100000060	面包甜点	3
100000060	面馆	1
100000060	韩国料理	3
100000060	高档型	2
100000061	4S店/汽车销售	4
100000061	DIY手工坊	4
100000061	三星级酒店	1
100000061	东北菜	1
100000061	个性写真	1
100000061	五星级酒店	3
100000061	停车场	1
100000061	健身中心	2
100000061	公寓式酒店	1
100000061	升学辅导	1
100000061	咖啡厅	1
100000061	婚戒首饰	2
100000061	家常菜	2
100000061	家政	3
100000061	家用电器	5
100000061	小吃快餐	2
100000061	川菜	2
100000061	快照/冲印	5
100000061	旅行社	3
100000061	景点	2
100000061	更多运动场馆	1
100000061	本帮江浙菜	2
100000061	桌球馆	2
100000061	武术场馆	4
100000061	水果生鲜	2
100000061	汽车美容	3
100000061	洗车	1
100000061	海鲜	2
100000061	游乐游艺	3
100000061	游泳馆	3
100000061	烧烤	2
100000061	珠宝饰品	2
100000061	综合商场	1
100000061	网吧网咖	1
100000061	美容/SPA	1
100000061	自助餐	1
100000061	舒适型	2
100000061	蟹宴	2
100000061	衣物/皮具洗护	1
100000061	西餐	1
100000061	豪华型	2
100000061	超市/便利店	2
100000061	足疗按摩	1
100000061	青年旅舍	2
100000061	面包甜点	1
100000061	面馆	2
100000061	韩国料理	1
100000061	高档型	6
100000062	4S店/汽车销售	2
100000062	东南亚菜	1
100000062	个性写真	1
100000062	五星级酒店	3
100000062	停车场	2
100000062	公寓式酒店	2
100000062	其他	1
100000062	四星级酒店	1
100000062	婚戒首饰	2
100000062	婚车租赁	2
100000062	家常菜	2
100000062	家政	7
100000062	家用电器	4
100000062	小吃快餐	2
100000062	川菜	1
100000062	快照/冲印	2
100000062	数码产品	3
100000062	文化艺术	1
100000062	旅行社	1
100000062	景点	1
100000062	更多休闲娱乐	1
100000062	更多运动场馆	1
100000062	服饰鞋包	1
100000062	本帮江浙菜	1
100000062	桌球馆	6
100000062	武术场馆	1
100000062	汽车租赁	2
100000062	汽车美容	3
100000062	洗车	3
100000062	海鲜	1
100000062	游乐游艺	3
100000062	游泳馆	4
100000062	珠宝饰品	1
100000062	维修保养	2
100000062	综合商场	1
100000062	网吧网咖	5
100000062	美容/SPA	1
100000062	羽毛球馆	2
100000062	自助餐	1
100000062	蟹宴	3
100000062	衣物/皮具洗护	2
100000062	裁缝改衣	1
100000062	超市/便利店	3
100000062	足疗按摩	2
100000062	青年旅舍	1
100000062	面包甜点	4
100000062	韩国料理	2
100000062	高档型	1
100000063	4S店/汽车销售	1
100000063	KTV	1
100000063	三星级酒店	2
100000063	东南亚菜	1
100000063	五星级酒店	5
100000063	体育场馆	1
100000063	停车场	1
100000063	公寓式酒店	2
100000063	其他	2
100000063	化妆品	2
100000063	医院	1
100000063	咖啡厅	1
100000063	四星级酒店	5
100000063	婚戒首饰	3
100000063	婚纱礼服	1
100000063	家常菜	2
100000063	家政	5
100000063	家用电器	3
100000063	小吃快餐	4
100000063	展馆展览	1
100000063	川菜	1
100000063	快照/冲印	4
100000063	数码产品	4
100000063	文化艺术	1
100000063	旅行社	2
100000063	景点	1
100000063	更多休闲娱乐	1
100000063	桌球馆	4
100000063	武术场馆	1
100000063	水果生鲜	2
100000063	汽车美容	3
100000063	洗车	1
100000063	游乐游艺	2
100000063	烧烤	1
100000063	珠宝饰品	1
100000063	维修保养	1
100000063	综合商场	1
100000063	网吧网咖	2
100000063	羽毛球馆	2
100000063	自助餐	1
100000063	舒适型	1
100000063	蟹宴	7
100000063	衣物/皮具洗护	1
100000063	足疗按摩	3
100000063	轰趴馆	1
100000063	青年旅舍	1
100000063	面包甜点	3
100000063	韩国料理	2
100000063	高档型	1
100000064	KTV	2
100000064	三星级酒店	1
100000064	五星级酒店	4
100000064	体检中心	1
100000064	体育场馆	1
100000064	停车场	2
100000064	健身中心	1
100000064	其他	1
100000064	医院	1
100000064	台湾菜	1
100000064	咖啡厅	1
100000064	四星级酒店	5
100000064	婚戒首饰	4
100000064	家政	6
100000064	家用电器	4
100000064	小吃快餐	2
100000064	数码产品	5
100000064	旅行社	3
100000064	日本菜	2
100000064	更多休闲娱乐	1
100000064	更多运动场馆	1
100000064	桌球馆	2
100000064	武术场馆	1
100000064	水果生鲜	2
100000064	汽车美容	5
100000064	洗浴	1
100000064	洗车	3
100000064	清真菜	1
100000064	游乐游艺	2
100000064	烧烤	1
100000064	珠宝饰品	2
100000064	网吧网咖	2
100000064	美容/SPA	1
100000064	自助餐	2
100000064	舞蹈	1
100000064	蟹宴	6
100000064	衣物/皮具洗护	2
100000064	裁缝改衣	3
100000064	西北菜	2
100000064	豪华型	3
100000064	超市/便利店	1
100000064	足疗按摩	1
100000064	轰趴馆	1
100000064	酒吧	1
100000064	面包甜点	2
100000064	高档型	3
100000065	4S店/汽车销售	5
100000065	KTV	1
100000065	三星级酒店	2
100000065	东南亚菜	3
100000065	五星级酒店	3
100000065	体检中心	1
100000065	停车场	1
100000065	健身中心	1
100000065	公寓式酒店	1
100000065	化妆品	1
100000065	升学辅导	1
100000065	咖啡厅	1
100000065	四星级酒店	1
100000065	婚戒首饰	5
100000065	家政	3
100000065	家用电器	3
100000065	小吃快餐	4
100000065	快照/冲印	3
100000065	数码产品	2
100000065	文化艺术	1
100000065	旅行社	3
100000065	日本菜	1
100000065	服饰鞋包	1
100000065	本帮江浙菜	1
100000065	桌球馆	2
100000065	武术场馆	1
100000065	江西菜	2
100000065	汽车美容	3
100000065	清真菜	1
100000065	游乐游艺	5
100000065	游泳馆	2
100000065	珠宝饰品	2
100000065	综合商场	1
100000065	网吧网咖	1
100000065	舒适型	1
100000065	舞蹈	1
100000065	蟹宴	3
100000065	西北菜	2
100000065	豪华型	5
100000065	足疗按摩	3
100000065	轰趴馆	2
100000065	青年旅舍	1
100000065	面包甜点	2
100000065	韩国料理	3
100000065	高档型	8
100000066	4S店/汽车销售	3
100000066	三星级酒店	1
100000066	个性写真	1
100000066	五星级酒店	2
100000066	体育场馆	2
100000066	停车场	2
100000066	医院	4
100000066	咖啡厅	4
100000066	四星级酒店	4
100000066	家政	6
100000066	家用电器	2
100000066	快照/冲印	3
100000066	数码产品	3
100000066	文化艺术	1
100000066	日本菜	2
100000066	更多休闲娱乐	1
100000066	更多运动场馆	1
100000066	桌球馆	1
100000066	武术场馆	2
100000066	水果生鲜	1
100000066	汽车租赁	2
100000066	汽车美容	3
100000066	洗车	3
100000066	清真菜	1
100000066	珠宝饰品	3
100000066	网吧网咖	5
100000066	美容/SPA	1
100000066	羽毛球馆	1
100000066	舒适型	1
100000066	舞蹈	1
100000066	蟹宴	3
100000066	裁缝改衣	1
100000066	西北菜	1
100000066	西餐	1
100000066	豪华型	6
100000066	足疗按摩	7
100000066	酒吧	1
100000066	面包甜点	5
100000066	面馆	2
100000066	韩国料理	3
100000066	高档型	3
100000067	4S店/汽车销售	5
100000067	KTV	1
100000067	三星级酒店	1
100000067	个性写真	1
100000067	五星级酒店	3
100000067	体检中心	1
100000067	体育场馆	1
100000067	停车场	3
100000067	健身中心	1
100000067	化妆品	1
100000067	台湾菜	1
100000067	咖啡厅	4
100000067	四星级酒店	2
100000067	婚戒首饰	7
100000067	家政	1
100000067	家用电器	3
100000067	小吃快餐	4
100000067	展馆展览	1
100000067	快照/冲印	2
100000067	数码产品	4
100000067	文化艺术	1
100000067	旅行社	8
100000067	景点	2
100000067	更多运动场馆	2
100000067	本帮江浙菜	1
100000067	武术场馆	1
100000067	江西菜	1
100000067	汽车美容	3
100000067	洗车	2
100000067	游乐游艺	1
100000067	烧烤	3
100000067	珠宝饰品	1
100000067	综合商场	1
100000067	网吧网咖	1
100000067	羽毛球馆	1
100000067	自助餐	1
100000067	蟹宴	2
100000067	西餐	1
100000067	豪华型	3
100000067	足疗按摩	1
100000067	轰趴馆	1
100000067	青年旅舍	1
100000067	面包甜点	1
100000067	面馆	1
100000067	韩国料理	4
100000067	高档型	8
100000068	4S店/汽车销售	4
100000068	三星级酒店	3
100000068	个性写真	1
100000068	五星级酒店	2
100000068	停车场	2
100000068	咖啡厅	4
100000068	四星级酒店	2
100000068	婚戒首饰	1
100000068	婚车租赁	2
100000068	家用电器	5
100000068	小吃快餐	7
100000068	快照/冲印	2
100000068	数码产品	2
100000068	旅行社	2
100000068	更多运动场馆	2
100000068	本帮江浙菜	1
100000068	桌球馆	2
100000068	武术场馆	1
100000068	水果生鲜	1
100000068	江西菜	1
100000068	汽车租赁	2
100000068	汽车美容	2
100000068	洗车	1
100000068	清真菜	2
100000068	游乐游艺	1
100000068	烧烤	4
100000068	珠宝饰品	1
100000068	网吧网咖	6
100000068	羽毛球馆	9
100000068	自助餐	2
100000068	蟹宴	3
100000068	衣物/皮具洗护	2
100000068	西餐	1
100000068	豪华型	7
100000068	足疗按摩	2
100000068	青年旅舍	2
100000068	面包甜点	3
100000068	韩国料理	2
100000068	高档型	1
100000069	4S店/汽车销售	2
100000069	三星级酒店	1
100000069	五星级酒店	3
100000069	体检中心	1
100000069	停车场	1
100000069	化妆品	1
100000069	台湾菜	1
100000069	咖啡厅	2
100000069	四星级酒店	2
100000069	婚戒首饰	3
100000069	家政	5
100000069	家用电器	4
100000069	小吃快餐	6
100000069	川菜	1
100000069	快照/冲印	2
100000069	数码产品	3
100000069	旅行社	5
100000069	景点	1
100000069	本帮江浙菜	2
100000069	桌球馆	1
100000069	武术场馆	2
100000069	江西菜	1
100000069	汽车美容	3
100000069	洗车	1
100000069	海鲜	2
100000069	游乐游艺	1
100000069	游泳馆	2
100000069	烧烤	1
100000069	珠宝饰品	1
100000069	维修保养	1
100000069	综合商场	1
100000069	网吧网咖	4
100000069	美容/SPA	1
100000069	羽毛球馆	4
100000069	舞蹈	2
100000069	蟹宴	5
100000069	西餐	2
100000069	豪华型	5
100000069	足疗按摩	5
100000069	面包甜点	5
100000069	面馆	2
100000069	韩国料理	2
100000070	4S店/汽车销售	1
100000070	五星级酒店	6
100000070	亲子购物	1
100000070	停车场	2
100000070	化妆品	1
100000070	医院	1
100000070	升学辅导	3
100000070	台湾菜	3
100000070	咖啡厅	2
100000070	四星级酒店	4
100000070	婚戒首饰	2
100000070	家政	4
100000070	家用电器	1
100000070	小吃快餐	2
100000070	展馆展览	2
100000070	川菜	1
100000070	快照/冲印	4
100000070	数码产品	1
100000070	文化艺术	1
100000070	新疆菜	1
100000070	旅行社	2
100000070	更多运动场馆	1
100000070	桌球馆	1
100000070	武术场馆	3
100000070	水果生鲜	1
100000070	江西菜	1
100000070	洗浴	2
100000070	洗车	3
100000070	海鲜	1
100000070	游乐游艺	1
100000070	游泳馆	2
100000070	珠宝饰品	3
100000070	网吧网咖	2
100000070	羽毛球馆	2
100000070	自助餐	1
100000070	舞蹈	1
100000070	蟹宴	3
100000070	衣物/皮具洗护	2
100000070	豪华型	3
100000070	足疗按摩	2
100000070	轰趴馆	1
100000070	青年旅舍	2
100000070	面包甜点	4
100000070	面馆	3
100000070	韩国料理	2
100000070	高档型	8
100000071	4S店/汽车销售	3
100000071	KTV	2
100000071	个性写真	1
100000071	五星级酒店	3
100000071	亲子购物	2
100000071	停车场	4
100000071	公寓式酒店	1
100000071	化妆品	1
100000071	台湾菜	2
100000071	四星级酒店	1
100000071	婚戒首饰	1
100000071	家政	5
100000071	家用电器	6
100000071	小吃快餐	3
100000071	展馆展览	1
100000071	川菜	1
100000071	快照/冲印	5
100000071	数码产品	4
100000071	文化艺术	2
100000071	新疆菜	1
100000071	旅行社	2
100000071	日本菜	1
100000071	桌球馆	2
100000071	武术场馆	2
100000071	汽车租赁	1
100000071	汽车美容	2
100000071	海鲜	2
100000071	游乐游艺	2
100000071	游泳馆	1
100000071	烧烤	1
100000071	珠宝饰品	1
100000071	素菜	1
100000071	网吧网咖	1
100000071	美容/SPA	4
100000071	羽毛球馆	5
100000071	自助餐	1
100000071	蟹宴	3
100000071	豪华型	5
100000071	足疗按摩	4
100000071	面包甜点	3
100000071	面馆	2
100000071	韩国料理	1
100000071	高档型	4
100000072	4S店/汽车销售	3
100000072	三星级酒店	2
100000072	东南亚菜	1
100000072	中医养生	1
100000072	五星级酒店	1
100000072	亲子购物	1
100000072	体检中心	2
100000072	升学辅导	1
100000072	台湾菜	5
100000072	咖啡厅	2
100000072	四星级酒店	1
100000072	婚戒首饰	4
100000072	家政	2
100000072	家用电器	2
100000072	小吃快餐	4
100000072	展馆展览	1
100000072	川菜	1
100000072	快照/冲印	6
100000072	数码产品	1
100000072	文化艺术	1
100000072	新疆菜	1
100000072	旅行社	3
100000072	日本菜	3
100000072	更多生活服务	2
100000072	更多运动场馆	1
100000072	更多酒店住宿	2
100000072	桌球馆	2
100000072	武术场馆	1
100000072	水果生鲜	1
100000072	江西菜	1
100000072	汽车美容	3
100000072	游乐游艺	4
100000072	游泳馆	1
100000072	珠宝饰品	2
100000072	粤菜	2
100000072	素菜	2
100000072	网吧网咖	3
100000072	羽毛球馆	3
100000072	蟹宴	3
100000072	衣物/皮具洗护	4
100000072	西餐	1
100000072	豪华型	4
100000072	足疗按摩	1
100000072	轰趴馆	1
100000072	酒吧	1
100000072	面包甜点	2
100000072	韩国料理	2
100000072	高档型	2
100000073	4S店/汽车销售	4
100000073	KTV	1
100000073	三星级酒店	2
100000073	东南亚菜	2
100000073	中医养生	1
100000073	停车场	3
100000073	健身中心	1
100000073	公寓式酒店	1
100000073	医院	1
100000073	升学辅导	1
100000073	咖啡厅	1
100000073	婚戒首饰	5
100000073	婚车租赁	1
100000073	家政	3
100000073	家用电器	2
100000073	小吃快餐	3
100000073	川菜	2
100000073	快照/冲印	3
100000073	数码产品	4
100000073	新疆菜	2
100000073	旅行社	8
100000073	日本菜	1
100000073	景点	2
100000073	更多生活服务	2
100000073	汽车美容	3
100000073	洗车	2
100000073	游乐游艺	1
100000073	游泳馆	1
100000073	珠宝饰品	2
100000073	素菜	2
100000073	维修保养	2
100000073	网吧网咖	6
100000073	羽毛球馆	3
100000073	蟹宴	3
100000073	衣物/皮具洗护	3
100000073	豪华型	2
100000073	足疗按摩	2
100000073	轰趴馆	2
100000073	酒吧	1
100000073	面包甜点	2
100000073	韩国料理	1
100000073	高档型	6
100000074	4S店/汽车销售	3
100000074	KTV	2
100000074	三星级酒店	1
100000074	东南亚菜	1
100000074	中医养生	2
100000074	五星级酒店	3
100000074	体检中心	1
100000074	停车场	2
100000074	公寓式酒店	2
100000074	升学辅导	2
100000074	咖啡厅	1
100000074	四星级酒店	4
100000074	婚戒首饰	1
100000074	家政	7
100000074	家用电器	1
100000074	川菜	2
100000074	快照/冲印	6
100000074	数码产品	4
100000074	新疆菜	3
100000074	旅行社	2
100000074	日本菜	2
100000074	景点	2
100000074	更多生活服务	1
100000074	更多酒店住宿	1
100000074	桌球馆	1
100000074	江西菜	2
100000074	汽车租赁	2
100000074	汽车美容	2
100000074	洗车	1
100000074	清真菜	1
100000074	游泳馆	4
100000074	珠宝饰品	3
100000074	瑜伽	2
100000074	篮球场	1
100000074	维修保养	1
100000074	综合商场	1
100000074	网吧网咖	2
100000074	羽毛球馆	3
100000074	自助餐	1
100000074	蟹宴	2
100000074	衣物/皮具洗护	2
100000074	西餐	4
100000074	豪华型	2
100000074	足疗按摩	3
100000074	轰趴馆	1
100000074	面包甜点	3
100000075	4S店/汽车销售	4
100000075	KTV	1
100000075	东南亚菜	4
100000075	五星级酒店	2
100000075	体检中心	2
100000075	停车场	1
100000075	公寓式酒店	1
100000075	医院	1
100000075	咖啡厅	2
100000075	四星级酒店	1
100000075	婚戒首饰	6
100000075	家政	5
100000075	家用电器	3
100000075	小吃快餐	3
100000075	川菜	2
100000075	快照/冲印	2
100000075	数码产品	3
100000075	新疆菜	2
100000075	旅行社	2
100000075	日本菜	2
100000075	更多酒店住宿	1
100000075	服饰鞋包	3
100000075	本帮江浙菜	2
100000075	桌球馆	1
100000075	汽车租赁	2
100000075	汽车美容	1
100000075	洗浴	1
100000075	游乐游艺	2
100000075	粤菜	1
100000075	经济型	1
100000075	综合商场	1
100000075	网吧网咖	3
100000075	美容/SPA	1
100000075	美甲美睫	3
100000075	羽毛球馆	2
100000075	自助餐	3
100000075	蟹宴	7
100000075	豪华型	5
100000075	足疗按摩	4
100000075	轰趴馆	1
100000075	面包甜点	3
100000075	面馆	1
100000075	高档型	2
100000076	4S店/汽车销售	1
100000076	KTV	1
100000076	三星级酒店	1
100000076	东南亚菜	1
100000076	中医养生	1
100000076	五星级酒店	3
100000076	产后塑形	1
100000076	亲子购物	1
100000076	体检中心	2
100000076	停车场	1
100000076	公寓式酒店	1
100000076	升学辅导	1
100000076	四星级酒店	2
100000076	婚戒首饰	3
100000076	婚纱礼服	1
100000076	家政	4
100000076	家用电器	3
100000076	小吃快餐	5
100000076	快照/冲印	4
100000076	数码产品	4
100000076	旅行社	3
100000076	日本菜	1
100000076	更多酒店住宿	1
100000076	汽车租赁	2
100000076	汽车美容	2
100000076	洗车	2
100000076	清真菜	1
100000076	游乐游艺	5
100000076	珠宝饰品	2
100000076	粤菜	1
100000076	维修保养	3
100000076	网吧网咖	2
100000076	美容/SPA	3
100000076	美甲美睫	1
100000076	羽毛球馆	2
100000076	自助餐	3
100000076	舞蹈	2
100000076	蟹宴	4
100000076	衣物/皮具洗护	2
100000076	西北菜	1
100000076	豪华型	4
100000076	足疗按摩	5
100000076	酒吧	1
100000076	面包甜点	3
100000076	面馆	1
100000076	高档型	2
100000077	4S店/汽车销售	1
100000077	KTV	5
100000077	东南亚菜	1
100000077	五星级酒店	4
100000077	体检中心	1
100000077	停车场	1
100000077	健身中心	1
100000077	医院	2
100000077	台湾菜	1
100000077	咖啡厅	1
100000077	四星级酒店	1
100000077	婚戒首饰	4
100000077	婚纱礼服	1
100000077	婚车租赁	1
100000077	家政	4
100000077	家用电器	2
100000077	小吃快餐	4
100000077	快照/冲印	1
100000077	数码产品	1
100000077	旅行社	5
100000077	本帮江浙菜	1
100000077	武术场馆	1
100000077	汽车美容	3
100000077	洗浴	1
100000077	洗车	3
100000077	清真菜	2
100000077	游乐游艺	3
100000077	湘菜	2
100000077	火锅	1
